id,legislative_session:number,start_date,item:title,item:number,motion:title,
10004,10,2011-10-31,žádost Centra pro zdravotně postižené v Domažlicích o poskytnutí sponzorského daru,1,"Zastupitelstvo obce schvaluje finanční příspěvek formou darovací smlouvy ve výši Kč 1500,- pro Centrum zdravotně postižených v Domažlicích.",
10005,10,2011-10-31,návrh rozpočtového opatření č. 8,3,Zastupitelstvo obce schvaluje návrh rozpočtového opatření č. 8 v navrženém znění.,
10006,10,2011-10-31,návrh na změnu účtování vodného v příštím roce a to osazením nových vodoměrů do domácností a osazením vodoměrů na vodojemy,4,Zastupitelstvo obce schvaluje záměr starosty nechat zpracovat cenovou nabídku na osazení domácností a vodojemu vodoměry. Dále ukládá jednotlivým členům zastupitelstva zvážit minimální cenu za 1m3 vody.,
10007,10,2011-10-31,diskuse,5,"Zastupitelstvo schvaluje hodnotu mikulášských balíčků pro děti do 15ti let v hodnotě Kč 100,-/balíček.",
11001,11,2011-11-28,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Zdeňka Doktora a pana Josefa Sokola,
11002,11,2011-11-28,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 12. zasedání zastupitelstva obce Vlkanov v navrženém znění.,
11003,11,2011-11-28,"projednat žádost o pronájem vodní plochy č. parc. 3 v k.ú. Vlkanov za účelem zarybnění, chovu ryb, pořádání rybářských závodů, běžné údržby vodní plochy a hráze",1,"Zastupitelstvo obce schvaluje pronájem vodní plochy č. parc. č. 3 v k.ú. Vlkanov za účelem zarybnění, chovu ryb, pořádání rybářských závodů, běžné údržby vodní plochy a hráze žadateli p. Davidu Karbanovi, bytem Poběžovice za cenu 1,- / rok a nájemní smlouvu uzavřenou na dobu určitou dvou let.",
11004,11,2011-11-28,projednat plán inventur v roce 2011,2,"Obecní zastupitelstvo schvaluje plán inventur na rok 2011. Složení inventarizační komise: předseda Stanislav Stehlík, členové: František Planěk, Josef Sokol. Všichni členové IK budou proškoleni v souladu se schváleným plánem inventur pro rok 2011.",
11005,11,2011-11-28,"projednání nabídky firmy Finance Zlín, a.s. na obstarání prodeje nekótovaných akcií společnosti Česká spořitelna ve vlastnictví obce za cenu Kč 400.- za jednu akcii",3,"Zastupitelstvo obce zamítá nabídku o zprostředkování prodeje akcií České spořitelny, a.s. prostřednictvím firmy Finance Zlín, a.s.",
11006,11,2011-11-28,projednání výzvy Pozemkového úřadu v Domažlicích o přistoupení k řízení o komplexních pozemkových úpravách v katastrálním území Ohnišťovice,4,Zastupitelstvo obce schvaluje nepřistoupení k řízení o pozemkových úpravách v k.ú. Ohnišťovice.,
11007,11,2011-11-28,projednání žádosti o poskytnutí finančního daru Oblastní charitě v Červeném Kostelci pro Domov sv. Josefa v Zirči u Dvora Králové n. Labem na zkvalitnění a rozvoj péče o lidi nemocné roztroušenou sklerózou,5,Zastupitelstvo obce zamítá žádost o poskytnutí finančního daru Oblastní charitě v Červeném Kostelci pro Domov sv. Josefa v Zirči u Dvora Králové n. Labem na zkvalitnění a rozvoj péče o lidi nemocné roztroušenou sklerózou.,
12001,12,2011-12-15,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Ivanu Jacákovou a pana Stanislava Stehlíka,
12002,12,2011-12-15,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 13. zasedání zastupitelstva obce Vlkanov v navrženém znění,
12003,12,2011-12-15,návrh rozpočtu pro rok 2012,1,"Zastupitelstvo obce schvaluje návrh deficitního rozpočtu obce Vlkanov pro rok 2012: rozpočtové příjmy Kč 1.985.040,-, rozpočtové výdaje: 2.318.270,-. Schodek rozpočtu bude financován z přebytků hospodaření minulých let.",
12004,12,2011-12-15,návrh rozpočtového opatření č. 9,2,Obecní zastupitelstvo schvaluje návrh rozpočtového opatření č. 9.,
12005,12,2011-12-15,návrh na úpravu vnitřní směrnice obce Vlkanov o hospodaření obce,3,Zastupitelstvo obce tímto schvaluje vnitřní směrnici č. 1/2011 o hospodaření s majetkem obce a zároveň ruší směrnici č. 1/2008 o hospodaření s majetkem obce.,
12006,12,2011-12-15,návrh na zvýšení hodnoty dárkových balíčků pro jubilanty od příštího roku,4,"Zastupitelstvo obce schvaluje navýšení hodnoty dárkových balíčků pro jubilanty na Kč 500,- a dále schvaluje věnování dárkových balíčků občanům při těchto životních jubileích: 50,60,65,70,75,80,85,90, 95…",
12007,12,2011-12-15,návrh rozpočtového opatření č. 10,6,Obecní zastupitelstvo schvaluje návrh rozpočtového opatření č. 10,
13001,13,2012-01-05,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Martina Anderleho a pana Zdeňka Doktora,
13002,13,2012-01-05,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 14. zasedání zastupitelstva obce Vlkanov v navrženém znění.,
13003,13,2012-01-05,návrh rozpočtu DSO 'Chodská liga',1,Zastupitelstvo obce schvaluje vyrovnaný rozpočet DSO 'Chodská liga' ve výši Kč 4.899.630 pro rok 2012.,
13004,13,2012-01-05,návrh rozpočtu Účelového sdružení obcí pro odpadové hospodářství Lazce,2,"Obecní zastupitelstvo schvaluje návrh vyrovnaného rozpočtu Účelového sdružení obcí pro odpadové hospodářství ve výši Kč 157.000,-pro rok 2012.",
13005,13,2012-01-05,návrh na obsazení uvolněného bytu v budově OU Vlkanov,3,Zastupitelstvo obce schvaluje zveřejnit záměr o pronájmu bytu č. 1 v čp. Vlkanov 24 obvyklým způsobem; žádosti budou přijímány nejpozději do 20.1.2012.,
13006,13,2012-01-05,návrh na výměnu oken v uvolněném bytě č. 1 v čp. 24,4,Zastupitelstvo obce schvaluje záměr výměny oken v obou bytových jednotkách v čp.24 a pověřuje tímto starostu výběrem firmy a uzavřením smlouvy o dílo.,
14001,14,2012-01-26,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Ladislava Jacáka a paní Ivanu Jacákovou,
14002,14,2012-01-26,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 15. zasedání zastupitelstva obce Vlkanov včetně doplněných bodů.,
14003,14,2012-01-26,návrh jednacího řádu zastupitelstva obce Vlkanov,1,Zastupitelstvo obce schvaluje navržený jednací řád obce Vlkanov s platností od 1.1.2012.,
14004,14,2012-01-26,návrh vnitřní směrnice k odepisování dlouhodobého majetku obce Vlkanov,2,Obecní zastupitelstvo schvaluje návrh vnitřní směrnice k odepisování dlouhodobého majetku obce Vlkanov s platností od 1.1.2012.,
