id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
16632,25.6.1999,k návrhu na schválení úplatného převodu lesního pozemku parc.č.2354 k.ú.Hostivař z vlastnictví (F),9.37,830,9,,,,,,
16770,25.6.1999,k návrhu na schválení Dohody o bezúplatném převodu majetku mezi a.s. PRAGONET a hl.m.Prahou - (F),9.38,878,9,,,,,,
17242,25.6.1999,k personálním změnám ve složení výborů ZHMP (F),9.39,855,9,,,,,,
16413,9.9.1999,k poskytnutí finančních příspěvků - grantů v r.1999 v rámci akce Praha - evropské město kultury (F),10.1,910,10,,,,,,
16563,9.9.1999,k návrhu na přidělení grantů pro oblast sportu a tělovýchovy na rok 1999 (F),10.2,904,10,,,,,,
17201,9.9.1999,k návrhu na poskytnutí finančního daru hl. m. Prahy - humanitární pomoc Turecku a Řecku (F),10.3,921,10,,,,,,
16375,9.9.1999,k návrhu na udělení grantu v oblasti sociální péče občanskému sdružení Hewer na provozování (F),10.4,905,10,,,,,,
16567,9.9.1999,k návrhu Územního plánu sídelního útvaru hl.m.Prahy (F),10.5,893,10,,,,,,
16554,30.9.1999,"k návrhu na využití předkupního práva k podílu jedné id. poloviny nemovitosti č.p. 284, parc.č.174 v (F)",11.1,920,11,,,,,,
16644,30.9.1999,k návrhu úprav rozpočtu hl.m.Prahy na rok 1999 po aktualizaci finančních prostředků na plnění (F),11.2,912,11,,,,,,
17224,30.9.1999,k návrhu  Plánu práce Zastupitelstva hlavního města Prahy na II. pololetí 1999 (F),11.3,900,11,,,,,,
15977,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 12/1999 Sb. (F)",11.4,901,11,,,,,,
16902,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 12/1999 Sb. (F)",11.5,902,11,,,,,,
16131,30.9.1999,k revokaci usnesení ZHMP č. 35/8 ze dne 30.1.1998 k návrhu na schválení úplatného převodu části (F),11.6,890,11,,,,,,
16744,30.9.1999,k revokaci usnesení ZHMP č. 33/32 ze dne 28.11.1997 k návrhu na schválení úplatného převodu (F),11.7,886,11,,,,,,
16482,30.9.1999,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenou věcí z (F),11.9,899,11,,,,,,
16420,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.10,895,11,,,,,,
16526,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.11,896,11,,,,,,
16124,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.12,897,11,,,,,,
16937,30.9.1999,"k návrhu na bezúplatný převod pozemků (charakteru komunikace) parc.č. 2074/8, 2074/9, 2068/12, (F)",11.13,898,11,,,,,,
15979,30.9.1999,"k návrhu na realizaci úplatného převodu objektu  bývalé hasičské zbrojnice  ul. U Tvrze, Praha (F)",11.14,909,11,,,,,,
16936,30.9.1999,k návrhu na schválení úplatného převodu vlastnictví k pozemku č. parc. 94/3 kat. území (F),11.15,834,11,,,,,,
16751,30.9.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Radlice, Střížkov a Ďáblice ve vlastnictví fyzických (F)",11.16,887,11,,,,,,
16076,30.9.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Dolní Měcholupy, Strašnice ve vlastnictví fyzických (F)",11.17,888,11,,,,,,
17259,30.9.1999,"k oznámení záměru MČ Praha 9 na prodej věcí z vlastnictví hl.m. Prahy, svěřených městské části (F)",11.18,892,11,,,,,,
16066,30.9.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2728 o výměře 150 m2 v kat. (F),11.19,702,11,,,,,,
17226,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",11.20,913,11,,,,,,
17250,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",11.21,914,11,,,,,,
16667,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.22,915,11,,,,,,
16747,30.9.1999,k návrhu vyjádření Zastupitelstva hl.m.Prahy k žádosti městské části Praha - Nebušice o udělení (F),11.23,894,11,,,,,,
17246,30.9.1999,k návrhu vyjádření Zastupitelstva hl.m.Prahy k žádosti městské části Praha 12 o udělení znaku a (F),11.24,933,11,,,,,,
16727,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.25,916,11,,,,,,
16128,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.26,917,11,,,,,,
16689,30.9.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.27,918,11,,,,,,
17236,30.9.1999,"ke zvýšení základního jmění První městské banky, a.s. (F)",11.28,951,11,,,,,,
17240,30.9.1999,ke Zprávě o plnění rozpočtu hl. m. Prahy za I. pololetí 1999 (F),11.29,936,11,,,,,,
17249,30.9.1999,ke koncepci Městské policie hl.m. Prahy (F),11.30,955,11,,,,,,
17125,30.9.1999,k návrhu na revokaci usnesení ZHMP č. 06/08 ze dne 25. 3. 1999 na změnu termínu (F),11.31,953,11,,,,,,
17126,1.10.1999,"k zabezpečení dalšího rozvoje společnosti PRAGONET, a.s. (F)",11.32,959,11,,,,,,
17183,1.10.1999,k návrhu na nevyužití předkupního práva k podílu 34/40 pozemků v kat. území Vokovice (F),11.33,937,11,,,,,,
16748,1.10.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 1828/1 o výměře 253 m2 v (F),11.34,941,11,,,,,,
17251,1.10.1999,"k návrhu vyhlášky hl. m. Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",11.35,954,11,,,,,,
17260,1.10.1999,"k oznámení záměru MČ Praha - Uhříněves na prodej věci z vlastnictví hl.m. Prahy, svěřené MČ Praha (F)",11.36,925,11,,,,,,
17258,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.37,923,11,,,,,,
17229,1.10.1999,"úplatný převod objektu č.p. 150 Strážné, včetně pozemků parc.č. st. 387, 2855 a 2858/1 o celkové (F)",11.38,931,11,,,,,,
16415,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.39,940,11,,,,,,
17241,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.40,939,11,,,,,,
16073,1.10.1999,k návrhu na změnu v Pravidlech pro poskytování finančních darů členům ZHMP a členům aktivů (F),11.41,908,11,,,,,,
17245,1.10.1999,k návrhu na schválení úplatného převodu pozemku parc.č. 4495/19 o výměře 62 m2 v kat. území (F),11.42,942,11,,,,,,
16654,1.10.1999,"k návrhu na schválení úplatného převodu pozemků č parc. 274/1 díl c) o výměře 117 m2, č. parc. (F)",11.43,891,11,,,,,,
17239,1.10.1999,k návrhu na poskytnutí daru Konzervatoři a ladičské škole J. Deyla v Praze z prostředků získaných z (F),11.44,945,11,,,,,,
17232,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",11.45,938,11,,,,,,
17124,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",11.46,935,11,,,,,,
16769,1.10.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 296/10 o výměře 763 m2 v (F),11.47,928,11,,,,,,
17228,1.10.1999,"k návrhu na darování objektu skladové haly v k.ú. Mratín, okr. Praha-východ, na pozemku parc.č. (F)",11.48,929,11,,,,,,
17235,1.10.1999,"k majetkoprávnímu vypořádání pozemku v k.ú. Košíře, ve vlastnictví fyzických osob, zastavěného (F)",11.49,924,11,,,,,,
15915,1.10.1999,"k návrhu schválení seznamu nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za (F)",11.50,946,11,,,,,,
17233,1.10.1999,k návrhu na dodatečnou finanční dotaci na protidrogovou politiku vlády ČR v roce 1999 (F),11.51,948,11,,,,,,
17256,1.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy č. (F)",11.52,964,11,,,,,,
17247,21.10.1999,k návrhu udělení grantů v oblasti životního prostředí v roce 1999 (F),12.2,969,12,,,,,,
15943,21.10.1999,k návrhu na zřízení rozpočtové organizace Správa služeb Městské policie hl. m. Prahy (F),12.3,981,12,,,,,,
16452,21.10.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2836/2 o výměře 365 m2 v (F),12.6,906,12,,,,,,
17238,21.10.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Strašnice ve vlastnictví fyzických osob, zastavěných (F)",12.7,977,12,,,,,,
17234,21.10.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky, Hostivař  ve vlastnictví fyzických osob, (F)",12.8,975,12,,,,,,
17225,21.10.1999,k návrhu na schválení převodu vlastnictví pozemku č. parc. 962/2 o výměře 92 m2 a pozemku č. (F),12.9,926,12,,,,,,
17252,21.10.1999,k návrhu na schválení úplatného převodu pozemku č. parc. 2702/2 o výměře 26 m2 v kat. území (F),12.10,943,12,,,,,,
16565,21.10.1999,k revokaci usnesení Zastupitelstva hl.m. Prahy č. 07/36 ze dne 29.04.1999 k návrhu na odpis (F),12.11,966,12,,,,,,
17223,21.10.1999,k návrhu na schválení převodu vlastnictví pozemků v kat. území Přední Kopanina formou (F),12.12,958,12,,,,,,
15866,21.10.1999,k návrhu na schválení úplatného převodu části pozemku č. parc. 719/1 v kat. území Přední (F),12.13,957,12,,,,,,
17220,21.10.1999,k revokaci usnesení ZHMP č. 07/06 ze dne 29.4.1999 k návrhu na udělení grantů v oblasti (F),12.14,980,12,,,,,,
17221,21.10.1999,k návrhu prodeje bytových domů a s nimi souvisejících pozemků dle  Zásad postupu při prodeji (F),12.15,952,12,,,,,,
17227,21.10.1999,k návrhu na schválení úplatného převodu vlastnictví části pozemku č. parc. 1342/4 v kat. území (F),12.16,978,12,,,,,,
17255,21.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č. 1/1991 (F)",12.17,968,12,,,,,,
17231,21.10.1999,k návrhu na schválení úplatného převodu vlastnictví k  pozemku č. parc. 3016 díl e) kat. území (F),12.18,965,12,,,,,,
16655,21.10.1999,k návrhu na schválení úplatného převodu vlastnictví k pozemku č. parc. 2183/130 kat. území (F),12.19,963,12,,,,,,
16602,21.10.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za účelem (F)",12.20,973,12,,,,,,
16782,21.10.1999,k návrhu na odejmutí oprávnění hospodařit se svěřenými věcmi hlavního města Prahy městské části (F),12.21,985,12,,,,,,
17253,21.10.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",12.22,984,12,,,,,,
15903,21.10.1999,k návrhu na darování duplikátu sochy T.G.Masaryka Mexiku (F),12.23,982,12,,,,,,
17222,21.10.1999,k návrhu zákona o hlavním městě Praze (F),12.25,988,12,,,,,,
17200,25.11.1999,k návrhu koncepce bytové politiky hlavního města Prahy pro rok 2000 a navazující období (F),13.1,36,13,,,,,,
17144,25.11.1999,ke zprávě o zimní údržbě komunikací ve vztahu k životnímu prostředí (F),13.4,38,13,,,,,,
16329,25.11.1999,k návrhu na schválení úplatného převodu pozemku parc.č. 1576/10 o výměře 424 m2 v kat. území (F),13.5,998,13,,,,,,
16417,25.11.1999,k návrhu na schválení úplatného převodu pozemku parc.č. 1580/2 o výměře 1719 m2 v kat. území (F),13.6,997,13,,,,,,
17166,25.11.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Klánovice, Horní Počernice, ve vlastnictví fyzických (F)",13.7,19,13,,,,,,
17188,25.11.1999,"k návrhu na schválení darování chodníku pro pěší, rozšíření stávající pozemní komunikace, vjezdů (F)",13.8,21,13,,,,,,
17165,25.11.1999,k návrhu na schválení úplatného převodu pozemku p.č. 1028 k.ú. Stodůlky (vodní plocha) z (F),13.9,7,13,,,,,,
16004,25.11.1999,"k návrhu na schválení úplatného převodu lesních pozemků parc.č:1662/11 a 1663/4 k.ú.Vysočany, z (F)",13.10,999,13,,,,,,
17164,25.11.1999,"k návrhu na úplatný převod vlastnictví pozemků parc.č. 2336/153 o výměře 304 m2, parc.č. (F)",13.11,4,13,,,,,,
16424,25.11.1999,návrh na úplatný převod pozemků parc.č:888/4 a 889/1 kat.území Hostavice (F),13.12,974,13,,,,,,
17215,25.11.1999,k nabytí nemovitostí v k.ú. Radotín do vlastnictví hl.m. Prahy pro novou hasičskou stanici v Praze (F),13/13,9,13,,,,,,
17186,25.11.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Hloubětín, ve vlastnictví fyzické osoby, zastavěných (F)",13/14,993,13,,,,,,
17194,25.11.1999,k návrhu na úplatný převod  částí pozemků č. parc. 505/1 a č. parc. 558/1 o celkové výměře 302 m2 (F),13/15,995,13,,,,,,
17192,25.11.1999,"k prodeji akciového podílu hl.m. Prahy ve společnosti Spalovna Praha-Vysočany, a.s. (F)",13/16,2,13,,,,,,
17191,25.11.1999,k návrhu na schválení úplatného převodu lesního pozemku parc.č.1134 k.ú.Hlubočepy z vlastnictví pana (F),13/17,996,13,,,,,,
16518,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/18,18,13,,,,,,
17169,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/19,35,13,,,,,,
16395,25.11.1999,k tarifní politice Pražské integrované dopravy (F),13/21,39,13,,,,,,
17146,25.11.1999,k poskytnutí finančních odměn a darů členům ZHMP a členům aktivů orgánů hl.m. Prahy za rok 1999 (F),13/22,972,13,,,,,,
17208,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/23,12,13,,,,,,
17197,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/24,13,13,,,,,,
17167,25.11.1999,k návrhu na přidělení grantů v oblasti sportu a tělovýchovy na rok 1999 v programu II/3 (F),13/25,20,13,,,,,,
16678,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/26,14,13,,,,,,
17179,25.11.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",13/27,15,13,,,,,,
17184,25.11.1999,k Celkové analýze činnosti organizace SEZAM (F),13/28,1,13,,,,,,
17177,25.11.1999,k materiálu ministerstva zdravotnictví ČR o řešení vzájemného postavení Záchranné služby hl.m. (F),13/29,41,13,,,,,,
17217,25.11.1999,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),13/30,23,13,,,,,,
16551,25.11.1999,"k seznamu věcí, které hl.m. Praha nabyla přechodem podle  § 5 a § 6 zákona 172/1991 Sb. a (F)",13/31,26,13,,,,,,
17213,25.11.1999,k návrhu nových Zásad postupu při úplatném převodu rodinných domů a bytových domů s jedním až (F),13/32,24,13,,,,,,
17210,25.11.1999,k revokaci usnesení ZHMP č. 29/26 ze dne 30.5.1997 k pravidlům převodu nemovitého majetku ve (F),13/33,44,13,,,,,,
17196,25.11.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za účelem (F)",13/34,8,13,,,,,,
17209,25.11.1999,k návrhu na převod pozemků z vlastnictví hl.m. Prahy do vlastnictví vlastníka sousedícího pozemku (F),13/35,16,13,,,,,,
17219,25.11.1999,"k návrhu zásad smluvních vztahů mezi hl.m. Prahou a Národní galerií v Praze, umožňujících rozvoj a (F)",13/36,31,13,,,,,,
16660,25.11.1999,k majetkoprávnímu vypořádání pozemků v k.ú. Křeslice a k.ú. Petrovice ve vlastnictví fyzických (F),13/37,30,13,,,,,,
17193,25.11.1999,k návrhu na financování oprav církevních objektů v majetku církví a náboženských společností (F),13/38,28,13,,,,,,
17237,25.11.1999,k návrhu vyjádření Zastupitelstva hl. m. Prahy k žádosti Městské části Praha - Šeberov o udělení zna (F),13/39,29,13,,,,,,
17199,25.11.1999,k návrhu na schválení úplatného převodu pozemků (F),13/40,17,13,,,,,,
16564,25.11.1999,k návrhu na schválení úplatného převodu pozemku č. parc. 1085/27 o výměře 490 m2 v kat. území (F),13/41,788,13,,,,,,
17195,25.11.1999,k záměru výkupu pozemků pro úpravu deponie zeminy na severním okraji Centrálního parku (F),13/42,42,13,,,,,,
16345,16.12.1999,k návrhu rozpočtu vlastního hl. m. Prahy a vztahům k městským částem na rok 2000 (F),14.2,65,14,,,,,,
17088,16.12.1999,Návrh na přijetí půjčky EIB na financování IV. provozního úseku trasy C metra (F),14.4,80,14,,,,,,
17254,16.12.1999,k návrhu změny území hlavního města Prahy (F),14.5,69,14,,,,,,
17139,16.12.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č. 32/1998 Sb. (F)",14.6,86,14,,,,,,
17143,16.12.1999,k návrhu na předání daru poslednímu pražskému občánkovi roku 1999 (F),14.7,53,14,,,,,,
16856,16.12.1999,k návrhu na darování majetku hl.m. Prahy Fakultní nemocnici Na Bulovce (F),14.8,54,14,,,,,,
17218,16.12.1999,k návrhu na přijetí nápravných opatření ve věci pochybení Pražské privatizační komise ze dne 14.7.19 (F),14.9,79,14,,,,,,
15952,16.12.1999,k úplatnému převodu pozemku č. parc. 1314/1 o výměře 93 m2 v katastrálním území Ruzyně JUDr. (F),14.10,55,14,,,,,,
17198,16.12.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 14 o výměře 220 m2 v kat. území (F),14.11,56,14,,,,,,
17207,16.12.1999,"k návrhu na poskytnutí finančního daru Kongresovému centru Praha a.s. ve výši 5,7 mil. Kč (F)",14.12,78,14,,,,,,
16027,16.12.1999,"k majetkoprávnímu vypořádání pozemku v k.ú. Libeň, ve vlastnictví fyzických osob, zastavěného stavbo (F)",14/13,66,14,,,,,,
16441,16.12.1999,"k převodu inženýrských sítí a komunikací, které vybudovala společnost IPB REAL, s.r.o. v souvislosti (F)",14/14,68,14,,,,,,
16373,16.12.1999,k návrhu na zrušení usnesení ZHMP č. 07/08 ze dne 29.4.1999 a zároveň na schválení úplatného (F),14/15,67,14,,,,,,
17187,16.12.1999,k návrhu na schválení úplatného převodu pozemku č. parc. 2684/3 o výměře 178 m2 v kat. území (F),14/16,62,14,,,,,,
16527,16.12.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Krč, Liboc, ve vlastnictví fyzických osob, zastavěných (F)",14/17,59,14,,,,,,
17174,16.12.1999,"k návrhu na bezúplatný převod nemovitostí, a to pozemků parc.č. 3152/1, 3152/2, 3152/3, 3152/4, 3153 (F)",14/18,51,14,,,,,,
17206,16.12.1999,k návrhu na schválení úplatného převodu pozemku č. parc. 2693/5 o výměře 8 m2 v kat. území (F),14/20,48,14,,,,,,
17175,16.12.1999,k návrhu na zrušení spoluvlastnictví a vzájemné vypořádání - pozemky v k.ú. Braník (podílové (F),14/21,40,14,,,,,,
17248,16.12.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",14/22,25,14,,,,,,
