"group:id","option","vote_event:id","voter:id"
"Sdružení","PRO","452105","Hartmann Petr, Ing."
"KSČM","PRO","452105","Holý Pavel"
"Sdružení","PRO","452105","Hrabec Dalibor, Ing."
"NEZ","PRO","452105","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452105","Kocich Pavel, Ing."
"Sdružení","PRO","452105","Konečná Martina, Ing."
"Sdružení","PRO","452105","Konůpka Petr, Ing."
"Sdružení","PRO","452105","Koval Libor"
"ČSSD","PRO","452105","Kožušníková Jarmila, Mgr."
"Sdružení","PRO","452105","Kučík Rafael, Ing."
"Sdružení","PRO","452105","Merta Miroslav"
"ČSSD","PRO","452105","Muroň Jaroslav"
"ČSSD","PRO","452105","Nytrová Pavlína, Ing."
"Sdružení","PRO","452105","Pavlas Ivan, Ing."
"ČSSD","PRO","452105","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452105","Pobucký Michal, Bc. DiS."
"ČSSD","NEHLASOVAL","452105","Pobuda Vítězslav"
"KSČM","PRO","452105","Pospíšil Oldřich, Ing."
"Sdružení","PRO","452105","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452105","Rafaj Petr, Ing."
"KSČM","PRO","452105","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452105","Richtrová Eva, Ing."
"Sdružení","PRO","452105","Roubal Vít, Ing."
"ČSSD","PRO","452105","Skotnica Petr"
"ČSSD","PRO","452105","Slezák Miroslav"
"NEZ","PRO","452105","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452105","Švejkovský Dalibor, Ing."
"Sdružení","PRO","452105","Svoják Igor, Ing."
"Sdružení","PRO","452105","Urban Ondřej, MUDr."
"ČSSD","PRO","452105","Velčovský Jiří"
"Sdružení","PRO","452105","Vojvodík Josef, Mgr."
"KSČM","PRO","452105","Vrba Ivan, Mgr."
"ČSSD","PRO","452105","Zaoral Jiří"
"ČSSD","PROTI","452106","Adam Miroslav, MUDr."
"ČSSD","PROTI","452106","Chýlek Jaroslav, Ing."
"ČSSD","PROTI","452106","Čudek Jiří, Ing."
"ČSSD","PROTI","452106","Cvik Petr, Mgr."
"ČSSD","PROTI","452106","Deutscher Karel"
"KSČM","PROTI","452106","Dokoupil Miroslav, JUDr."
"Sdružení","ZDRŽEL SE","452106","Hájek Michal"
"Sdružení","PRO","452106","Hartmann Petr, Ing."
"KSČM","ZDRŽEL SE","452106","Holý Pavel"
"Sdružení","PRO","452106","Hrabec Dalibor, Ing."
"NEZ","NEHLASOVAL","452106","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452106","Kocich Pavel, Ing."
"Sdružení","PRO","452106","Konečná Martina, Ing."
"Sdružení","PRO","452106","Konůpka Petr, Ing."
"Sdružení","PRO","452106","Koval Libor"
"ČSSD","PROTI","452106","Kožušníková Jarmila, Mgr."
"Sdružení","PRO","452106","Kučík Rafael, Ing."
"Sdružení","PRO","452106","Merta Miroslav"
"ČSSD","ZDRŽEL SE","452106","Muroň Jaroslav"
"ČSSD","PROTI","452106","Nytrová Pavlína, Ing."
"Sdružení","PRO","452106","Pavlas Ivan, Ing."
"ČSSD","PROTI","452106","Pavlátová Štěpánka, Mgr."
"ČSSD","PROTI","452106","Pobucký Michal, Bc. DiS."
"ČSSD","PROTI","452106","Pobuda Vítězslav"
"KSČM","PRO","452106","Pospíšil Oldřich, Ing."
"Sdružení","PRO","452106","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","ZDRŽEL SE","452106","Rafaj Petr, Ing."
"KSČM","PRO","452106","Recman Svatomír, RSDr., Ing."
"ČSSD","PROTI","452106","Richtrová Eva, Ing."
"Sdružení","PRO","452106","Roubal Vít, Ing."
"ČSSD","PROTI","452106","Skotnica Petr"
"ČSSD","PROTI","452106","Slezák Miroslav"
"NEZ","ZDRŽEL SE","452106","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452106","Švejkovský Dalibor, Ing."
"Sdružení","PRO","452106","Svoják Igor, Ing."
"Sdružení","PRO","452106","Urban Ondřej, MUDr."
"ČSSD","PROTI","452106","Velčovský Jiří"
"Sdružení","PRO","452106","Vojvodík Josef, Mgr."
"KSČM","PROTI","452106","Vrba Ivan, Mgr."
"ČSSD","PROTI","452106","Zaoral Jiří"
"ČSSD","PRO","452107","Adam Miroslav, MUDr."
"ČSSD","PRO","452107","Chýlek Jaroslav, Ing."
"ČSSD","NEHLASOVAL","452107","Čudek Jiří, Ing."
"ČSSD","PRO","452107","Cvik Petr, Mgr."
"ČSSD","PRO","452107","Deutscher Karel"
"KSČM","PRO","452107","Dokoupil Miroslav, JUDr."
"Sdružení","ZDRŽEL SE","452107","Hájek Michal"
"Sdružení","PRO","452107","Hartmann Petr, Ing."
"KSČM","PRO","452107","Holý Pavel"
"Sdružení","PRO","452107","Hrabec Dalibor, Ing."
"NEZ","PRO","452107","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452107","Kocich Pavel, Ing."
"Sdružení","PRO","452107","Konečná Martina, Ing."
"Sdružení","PRO","452107","Konůpka Petr, Ing."
"Sdružení","ZDRŽEL SE","452107","Koval Libor"
"ČSSD","PRO","452107","Kožušníková Jarmila, Mgr."
"Sdružení","ZDRŽEL SE","452107","Kučík Rafael, Ing."
"Sdružení","PRO","452107","Merta Miroslav"
"ČSSD","PRO","452107","Muroň Jaroslav"
"ČSSD","PRO","452107","Nytrová Pavlína, Ing."
"Sdružení","PRO","452107","Pavlas Ivan, Ing."
"ČSSD","PRO","452107","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452107","Pobucký Michal, Bc. DiS."
"ČSSD","PRO","452107","Pobuda Vítězslav"
"KSČM","PRO","452107","Pospíšil Oldřich, Ing."
"Sdružení","ZDRŽEL SE","452107","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452107","Rafaj Petr, Ing."
"KSČM","PRO","452107","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452107","Richtrová Eva, Ing."
"Sdružení","PRO","452107","Roubal Vít, Ing."
"ČSSD","PRO","452107","Skotnica Petr"
"ČSSD","PRO","452107","Slezák Miroslav"
"NEZ","PRO","452107","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452107","Švejkovský Dalibor, Ing."
"Sdružení","PRO","452107","Svoják Igor, Ing."
"Sdružení","PRO","452107","Urban Ondřej, MUDr."
"ČSSD","PRO","452107","Velčovský Jiří"
"Sdružení","PRO","452107","Vojvodík Josef, Mgr."
"KSČM","PROTI","452107","Vrba Ivan, Mgr."
"ČSSD","ZDRŽEL SE","452107","Zaoral Jiří"
"ČSSD","PRO","452108","Adam Miroslav, MUDr."
"ČSSD","PRO","452108","Chýlek Jaroslav, Ing."
"ČSSD","PRO","452108","Čudek Jiří, Ing."
"ČSSD","PRO","452108","Cvik Petr, Mgr."
"ČSSD","PRO","452108","Deutscher Karel"
"KSČM","PRO","452108","Dokoupil Miroslav, JUDr."
"Sdružení","PRO","452108","Hájek Michal"
"Sdružení","PRO","452108","Hartmann Petr, Ing."
"KSČM","PRO","452108","Holý Pavel"
"Sdružení","ZDRŽEL SE","452108","Hrabec Dalibor, Ing."
"NEZ","PRO","452108","Jurtíková Drahomíra, Mgr."
"Sdružení","ZDRŽEL SE","452108","Kocich Pavel, Ing."
"Sdružení","PROTI","452108","Konečná Martina, Ing."
"Sdružení","ZDRŽEL SE","452108","Konůpka Petr, Ing."
"Sdružení","ZDRŽEL SE","452108","Koval Libor"
"ČSSD","PRO","452108","Kožušníková Jarmila, Mgr."
"Sdružení","PROTI","452108","Kučík Rafael, Ing."
"Sdružení","PROTI","452108","Merta Miroslav"
